Time,Global Solar,Solar Altitude,Solar Azimuth,Solar Angle of Incidence,Solar Cell Temperature,Solar Insolation,Solar Power Output,Wind Speed,Wind turbine Power Output,Wind turbine Operating Status,Ambient Temperature,AC Primary Load,AC Primary Load Served,Autosize Genset Power Output,Autosize Genset Operating Status,Autosize Genset Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Battery Maximum Charge Power,Battery Maximum Discharge Power,Battery Charge Power,Battery Discharge Power,Battery Input Power,Battery Energy Content,Battery State of Charge,Battery Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
01-01-2007 00:00,0,0,-6.78795,90,25.63279,0,0,4.805443,0.3898317,0,25.63279,3.6254,3.6254,0,0,0,3.6254,10.75279,0,4.44E-16,0.3898317,3.816211,3.6254,0,0,0,71.68927,0,3.426379,-3.426379,174.7645,97.91775,0,3.98794,0.1949158,0,72.0791
01-01-2007 01:00,0,0,-45.35176,90,25.63279,0,0,4.303294,0.2614172,0,25.63279,3.560493,3.560493,0,0,0,3.560493,7.342164,0,0,0.2614172,3.747887,3.560493,0,0,2.038244,69.95676,0,3.48647,-3.48647,170.9829,95.79897,0,3.916542,0.1307086,0,70.21818
01-01-2007 02:00,0,0,-60.21218,90,25.63279,0,0,2.636609,0,0,25.63279,5.328364,5.328364,0,0,0,5.328364,0,0,0,0,5.608804,5.328364,0,0,3.865145,68.40389,0,5.608804,-5.608804,164.8993,92.39043,0,5.8612,0,0,68.40389
01-01-2007 03:00,0,0,-65.94936,90,25.63279,0,0,3.167456,0.06572297,0,25.63279,6.730248,6.730248,0,0,0,6.730248,0.9765311,0,8.88E-16,0.06572297,7.084472,6.730248,0,0,6.919585,65.80762,0,7.018749,-7.018749,157.2864,88.12504,0,7.403273,0.03286149,0,65.87334
01-01-2007 04:00,0,0,-68.03603,90,25.63279,0,0,4.522918,0.2992563,0,25.63279,7.013267,7.013267,0,0,0,7.013267,4.267004,0,0,0.2992563,7.382386,7.013267,0,0,10.65537,62.6322,0,7.083129,-7.083129,149.6037,83.82053,0,7.714593,0.1496282,0,62.93146
01-01-2007 05:00,0,0,-68.16988,90,25.63279,0,0,2.153882,0,0,25.63279,7.008128,7.008128,0,0,0,7.008128,0,0,8.88E-16,0,7.376977,7.008128,0,0,14.30826,59.52724,0,7.376977,-7.376977,141.6022,79.33744,0,7.708941,0,0,59.52724
01-01-2007 06:00,0.004343954,0,-66.87939,90,25.63279,0,0,4.731606,0.3580284,0,25.63279,4.548411,4.548411,0,0,0,4.548411,7.871504,0,8.88E-16,0.3580284,4.787801,4.548411,0,0,18.11628,56.29042,0,4.429773,-4.429773,136.7975,76.64542,0,5.003253,0.1790142,0,56.64845
01-01-2007 07:00,0.04776672,12.11845,-64.17857,74.46878,26.84714,0.04780466,1.108255,5.908009,1.009472,0,25.63279,3.641807,3.641807,0,0,0,3.641807,58.15045,0,0,2.117727,3.833481,3.641807,0,0,20.14748,54.56391,0,1.715754,-1.715754,134.9365,75.60273,0,4.005987,1.39134,0,56.68164
01-01-2007 08:00,0.08813573,25.24083,-59.68156,60.89402,27.86993,0.0879828,2.031085,9.041699,5.220199,0,25.63279,4.385875,4.385875,0,0,0,4.385875,165.3326,0,0,7.251284,4.616711,4.385875,0,0,20.77379,54.03154,2.634573,0,2.634573,137.3654,76.96363,0,4.824463,4.234968,0,61.28283
01-01-2007 09:00,0.1604431,37.59652,-52.4675,47.78281,29.71208,0.1601514,3.668843,9.306083,5.625131,0,25.63279,5.933216,5.933216,0,0,0,5.933216,156.6431,0,0,9.293973,6.245491,5.933216,0,0,19.26903,55.31059,3.048483,0,3.048483,140.176,78.53835,0,6.526537,5.747639,0,64.60456
01-01-2007 10:00,0.02221338,48.45505,-40.76071,35.74063,26.19457,0.02212918,0.5144035,10.62741,7.119509,0,25.63279,4.141928,4.141928,0,0,0,4.141928,184.3082,0,0,7.633913,4.359924,4.141928,0,0,17.86769,56.50173,3.273988,0,3.273988,143.1945,80.22955,0,4.556121,3.971277,0,64.13564
01-01-2007 11:00,0.01096674,56.30599,-22.04145,26.3519,25.91004,0.01092398,0.2542308,12.29756,7.878755,0,25.63279,4.475753,4.475753,0,0,0,4.475753,181.7121,0,0,8.132985,4.711319,4.475753,0,0,16.41647,57.73527,3.421666,0,3.421666,146.3491,81.99702,0,4.923329,4.142762,0,65.86826
01-01-2007 12:00,0.1452553,58.7742,3.408389,23.1563,29.32031,0.1448241,3.323152,10.34346,6.899369,0,25.63279,5.497959,5.497959,0,0,0,5.497959,185.933,0,0,10.22252,5.787325,5.497959,0,0,14.91235,59.01377,4.435195,0,4.435195,150.4381,84.28806,0,6.047754,6.108206,0,69.23629
01-01-2007 13:00,0.1276037,54.70783,27.60692,28.34187,28.87064,0.1272182,2.924643,9.040086,5.217698,0,25.63279,6.416971,6.416971,0,0,0,6.416971,126.8876,0,0,8.142341,6.754707,6.416971,0,0,12.90751,60.71788,1.387634,0,1.387634,151.7175,85.00484,0,7.058669,4.948564,0,68.86023
01-01-2007 14:00,0.05022511,45.88309,44.32396,38.66166,26.9042,0.05004827,1.159995,10.90305,7.333221,0,25.63279,5.121564,5.121564,0,0,0,5.121564,165.8324,0,0,8.493216,5.39112,5.121564,0,0,12.50721,61.05814,3.102095,0,3.102095,154.5775,86.60725,0,5.633721,4.594606,0,69.55135
01-01-2007 15:00,0.02681008,34.53731,54.65302,51.07111,26.31103,0.0267134,0.6206681,9.243885,5.533711,0,25.63279,2.689885,2.689885,0,0,0,2.689885,228.7971,0,0,6.154379,2.831458,2.689885,0,0,11.0611,62.28733,3.322921,0,3.322921,157.641,88.32372,0,2.958874,3.26339,0,68.44171
01-01-2007 16:00,0.05930856,21.93602,61.04295,64.33916,27.13663,0.05918452,1.370433,9.938103,6.441813,0,25.63279,6.147236,6.147236,0,0,0,6.147236,127.0855,0,0,7.812246,6.470775,6.147236,0,0,9.586228,63.54097,1.341472,0,1.341472,158.8778,89.01667,0,6.76196,4.317253,0,71.35322
01-01-2007 17:00,0.02631442,8.683926,65.01819,77.98183,26.30147,0.02633719,0.6119511,8.432262,4.275196,0,25.63279,6.052577,6.052577,0,0,0,6.052577,80.7449,0,8.88E-16,4.887147,6.371134,6.052577,0,0,9.137074,63.92276,0,1.483987,-1.483987,157.2682,88.11483,0,6.657835,2.627159,0,68.8099
01-01-2007 18:00,0.001543768,0,67.33781,90,25.63279,0,0,8.581626,4.506802,0,25.63279,6.648397,6.648397,0,0,0,6.648397,67.7878,8.88E-16,0,4.506802,6.998313,6.648397,0,0,10.13049,63.07835,0,2.491511,-2.491511,154.5658,86.60071,0,7.313237,2.253401,0,67.58515
01-01-2007 19:00,0,0,68.28113,90,25.63279,0,0,8.963501,5.098943,0,25.63279,5.952163,5.952163,0,0,0,5.952163,85.66537,0,0,5.098943,6.265435,5.952163,0,0,11.51931,61.89785,0,1.166492,-1.166492,153.3006,85.89182,0,6.547379,2.549471,0,66.9968
01-01-2007 20:00,0,0,67.72598,90,25.63279,0,0,5.228049,0.5718595,0,25.63279,5.926186,5.926186,0,0,0,5.926186,9.649705,0,1.78E-15,0.5718595,6.238091,5.926186,0,0,12.02198,61.47058,0,5.666231,-5.666231,147.1547,82.44837,0,6.518805,0.2859297,0,62.04244
01-01-2007 21:00,0,0,64.94424,90,25.63279,0,0,3.731564,0.1629134,0,25.63279,5.679072,5.679072,0,0,0,5.679072,2.868662,0,0,0.1629134,5.977971,5.679072,0,0,15.28481,58.69718,0,5.815057,-5.815057,140.8473,78.91449,0,6.246979,0.0814567,0,58.86009
01-01-2007 22:00,0,0,57.66678,90,25.63279,0,0,4.172083,0.2388107,0,25.63279,3.850826,3.850826,0,0,0,3.850826,6.201544,0,0,0.2388107,4.053501,3.850826,0,0,18.32202,56.11555,0,3.81469,-3.81469,136.7097,76.59625,0,4.235909,0.1194053,0,56.35436
01-01-2007 23:00,0,0,38.44774,90,25.63279,0,0,2.546547,0,0,25.63279,3.511414,3.511414,0,0,0,3.511414,0,0,4.44E-16,0,3.696225,3.511414,0,0,20.11959,54.58762,0,3.696225,-3.696225,132.7006,74.35001,0,3.862556,0,0,54.58762
01-02-2007 00:00,0,0,-6.427334,90,25.63279,0,0,2.282499,0,0,25.63279,4.545212,4.545212,0,0,0,4.545212,0,0,0,0,4.784434,4.545212,0,0,21.98478,53.0022,0,4.784434,-4.784434,127.5112,71.44244,0,4.999733,0,0,53.0022
01-02-2007 01:00,0,0,-45.32525,90,25.63279,0,0,0.5642113,0,0,25.63279,3.747286,3.747286,0,0,0,3.747286,0,0,4.44E-16,0,3.944511,3.747286,0,0,24.52298,50.84474,0,3.944511,-3.944511,123.2327,69.04531,0,4.122015,0,0,50.84474
01-02-2007 02:00,0,0,-60.26994,90,25.63279,0,0,1.856228,0,0,25.63279,1.606626,1.606626,0,0,0,1.606626,0,0,2.22E-16,0,1.691185,1.606626,0,0,26.48624,49.17596,0,1.691185,-1.691185,121.3984,68.01756,0,1.767288,0,0,49.17596
01-02-2007 03:00,0,0,-66.02262,90,25.63279,0,0,2.912801,0.02184817,0,25.63279,5.521555,5.521555,0,0,0,5.521555,0.3956887,0,0,0.02184817,5.812163,5.521555,0,0,27.1603,48.60301,0,5.790315,-5.790315,115.1179,64.4987,0,6.07371,0.01092408,0,48.62486
01-02-2007 04:00,0,0,-68.11355,90,25.63279,0,0,2.842257,0.009694256,0,25.63279,3.283429,3.283429,0,0,0,3.283429,0.2952479,0,4.44E-16,0.009694256,3.456241,3.283429,0,0,30.44166,45.81386,0,3.446547,-3.446547,111.3796,62.40419,0,3.611772,0.004847128,0,45.82355
01-02-2007 05:00,0,0,-68.25138,90,25.63279,0,0,3.486041,0.1206121,0,25.63279,3.908886,3.908886,0,0,0,3.908886,3.085589,0,8.88E-16,0.1206121,4.114616,3.908886,0,0,32.05411,44.44327,0,3.994004,-3.994004,107.0475,59.97699,0,4.299774,0.06030607,0,44.56388
01-02-2007 06:00,0.007281499,0,-66.96767,90,25.63279,0,0,5.204165,0.5615721,0,25.63279,2.875512,2.875512,0,0,0,2.875512,19.52946,0,0,0.5615721,3.026855,2.875512,0,0,34.12719,42.68116,0,2.465283,-2.465283,104.3735,58.4788,0,3.163063,0.2807861,0,43.24273
01-02-2007 07:00,0.07932814,12.03627,-64.27841,74.56308,27.66621,0.07998642,1.848049,7.846203,3.322358,0,25.63279,2.914749,2.914749,0,0,0,2.914749,177.3878,0,0,5.170407,3.068156,2.914749,0,0,35.26814,41.71135,2.102251,0,2.102251,106.3117,59.56473,0,3.206223,3.139618,0,46.88176
01-02-2007 08:00,0.2037906,25.17181,-59.80019,60.97729,30.89427,0.2063321,4.703417,8.560593,4.474187,0,25.63279,3.357525,3.357525,0,0,0,3.357525,273.3443,0,0,9.177604,3.534237,3.357525,0,0,33.98701,42.80031,5.643367,0,5.643367,111.5146,62.47985,0,3.693277,5.999827,0,51.97791
01-02-2007 09:00,0.4020374,37.54653,-52.61563,47.84993,36.3043,0.4163558,9.27525,9.60207,6.007598,0,25.63279,3.974514,3.974514,0,0,0,3.974514,384.5212,0,0,15.28285,4.183699,3.974514,0,0,31.23532,45.13924,11.09915,0,11.09915,121.7475,68.21318,0,4.371965,10.424,0,60.42209
01-02-2007 10:00,0.7127824,48.43477,-40.95064,35.78049,45.39098,0.7643322,16.36201,12.36744,7.890793,0,25.63279,2.66966,2.66966,0,0,0,2.66966,908.4604,0,0,24.25281,2.810169,2.66966,0,0,25.98171,49.60481,21.44264,0,21.44264,141.5167,79.28951,0,2.936626,17.03501,0,73.85761
01-02-2007 11:00,0.9403635,56.33177,-22.26681,26.34124,51.88272,1.009337,20.97927,10.23358,6.814173,0,25.63279,2.563168,2.563168,0,0,0,2.563168,1084.339,9.231066,0,27.79344,2.698072,2.563168,0,0,15.8643,58.20461,15.8643,0,15.8643,156.1428,87.48431,0,2.819485,20.1905,0,85.99805
01-02-2007 12:00,0.9911712,58.85478,3.217301,23.07368,53.29813,1.062365,21.93743,9.29418,5.609749,0,25.63279,4.226263,4.226263,0,0,0,4.226263,651.8094,13.85154,0,27.54718,4.448698,4.226263,0,0,9.246943,63.82936,9.246943,0,9.246943,164.6681,92.26087,0,4.648889,20.35482,0,91.37655
01-02-2007 13:00,0.8612552,54.8239,27.51502,28.21961,49.61735,0.9241762,19.40969,12.8562,7.975002,0,25.63279,6.240716,6.240716,0,0,0,6.240716,438.8069,15.09764,0,27.38469,6.569175,6.240716,0,0,5.717883,66.82906,5.717883,0,5.717883,169.9397,95.21448,0,6.864788,19.51525,0,94.21376
01-02-2007 14:00,0.8644921,46.01008,44.30583,38.53427,49.95822,0.9370134,19.64871,12.23918,7.868696,0,25.63279,5.397993,5.397993,0,0,0,5.397993,509.7711,18.29963,0,27.51741,5.682098,5.397993,0,0,3.535675,68.68394,3.535675,0,3.535675,173.1995,97.04086,0,5.937792,19.65332,0,96.20135
01-02-2007 15:00,0.5495082,34.66398,54.67182,50.94811,41.10876,0.6010832,13.11387,10.31164,6.874695,0,25.63279,3.492211,3.492211,0,0,0,3.492211,572.3757,14.12626,0,19.98857,3.676011,3.492211,0,0,2.186298,69.83091,2.186298,0,2.186298,175.2151,98.1702,0,3.841432,13.92845,0,89.81948
01-02-2007 16:00,0.1533806,22.05873,61.0807,64.22238,29.56039,0.1542179,3.535157,11.75957,7.732126,0,25.63279,5.382718,5.382718,0,0,0,5.382718,209.3233,4.249358,0,11.26728,5.666019,5.382718,0,0,1.351906,70.54015,1.351906,0,1.351906,176.4615,98.86854,0,5.92099,6.694188,0,81.80743
01-02-2007 17:00,0.1108312,8.801493,65.06839,77.87173,28.96848,0.1310503,3.011511,9.957279,6.466593,0,25.63279,7.373588,7.373588,0,0,0,7.373588,128.5413,0.8804761,0,9.478104,7.761672,7.373588,0,0,0.8359563,70.97871,0.8359563,0,0.8359563,177.2322,99.30035,0,8.110947,5.642505,0,80.45681
01-02-2007 18:00,0.001824406,0,67.39963,90,25.63279,0,0,7.439737,2.657069,0,25.63279,3.6858,3.6858,0,0,0,3.6858,72.08936,0,4.44E-16,2.657069,3.87979,3.6858,0,0,0.5169168,71.24989,0,1.22272,-1.22272,175.906,98.55729,0,4.05438,1.328535,0,73.90696
01-02-2007 19:00,0,0,68.35754,90,25.63279,0,0,7.274294,2.453048,0,25.63279,4.250712,4.250712,0,0,0,4.250712,57.7091,0,0,2.453048,4.474434,4.250712,0,0,1.308368,70.57716,0,2.021386,-2.021386,173.7135,97.32887,0,4.675784,1.226524,0,73.0302
01-02-2007 20:00,0,0,67.82455,90,25.63279,0,0,7.579247,2.885416,0,25.63279,4.435266,4.435266,0,0,0,4.435266,65.0562,0,0,2.885416,4.668701,4.435266,0,0,2.430598,69.62326,0,1.783286,-1.783286,171.7793,96.24514,0,4.878793,1.442708,0,72.50867
01-02-2007 21:00,0,0,65.08164,90,25.63279,0,0,4.178094,0.2398464,0,25.63279,2.802031,2.802031,0,0,0,2.802031,8.559737,0,0,0.2398464,2.949506,2.802031,0,0,3.335701,68.85392,0,2.709659,-2.709659,168.8402,94.59845,0,3.082234,0.1199232,0,69.09377
01-02-2007 22:00,0,0,57.88236,90,25.63279,0,0,1.882917,0,0,25.63279,2.869229,2.869229,0,0,0,2.869229,0,0,4.44E-16,0,3.020241,2.869229,0,0,4.799684,67.60954,0,3.020241,-3.020241,165.5643,92.76301,0,3.156152,0,0,67.60954
01-02-2007 23:00,0,0,38.82621,90,25.63279,0,0,2.808503,0.003878779,0,25.63279,3.606333,3.606333,0,0,0,3.606333,0.1075546,0,4.44E-16,0.003878779,3.79614,3.606333,0,0,6.382586,66.26407,0,3.792261,-3.792261,161.451,90.4584,0,3.966966,0.001939389,0,66.26794
01-03-2007 00:00,0,0,-6.068591,90,25.63279,0,0,1.382488,0,0,25.63279,5.054852,5.054852,0,0,0,5.054852,0,0,0,0,5.320897,5.054852,0,0,8.394177,64.55421,0,5.320897,-5.320897,155.6797,87.22482,0,5.560337,0,0,64.55421
01-03-2007 01:00,0,0,-45.31362,90,25.63279,0,0,0.3524113,0,0,25.63279,3.76014,3.76014,0,0,0,3.76014,0,0,4.44E-16,0,3.958042,3.76014,0,0,11.25564,62.12197,0,3.958042,-3.958042,151.3866,84.81947,0,4.136154,0,0,62.12197
01-03-2007 02:00,0,0,-60.33987,90,25.63279,0,0,1.824942,0,0,25.63279,4.070498,4.070498,0,0,0,4.070498,0,0,8.88E-16,0,4.284735,4.070498,0,0,13.18878,60.4788,0,4.284735,-4.284735,146.7392,82.21558,0,4.477549,0,0,60.4788
01-03-2007 03:00,0,0,-66.10538,90,25.63279,0,0,2.730408,0,0,25.63279,6.072198,6.072198,0,0,0,6.072198,0,0,0,0,6.391788,6.072198,0,0,15.39996,58.5993,0,6.391788,-6.391788,139.8063,78.33121,0,6.679419,0,0,58.5993
01-03-2007 04:00,0,0,-68.19898,90,25.63279,0,0,2.225222,0,0,25.63279,5.560943,5.560943,0,0,0,5.560943,0,0,0,0,5.853624,5.560943,0,0,18.85137,55.6656,0,5.853624,-5.853624,133.4571,74.77388,0,6.117037,0,0,55.6656
01-03-2007 05:00,0,0,-68.3399,90,25.63279,0,0,4.650157,0.3229459,0,25.63279,6.654532,6.654532,0,0,0,6.654532,4.853022,0,8.88E-16,0.3229459,7.004771,6.654532,0,0,21.82907,53.13456,0,6.681825,-6.681825,126.2097,70.71325,0,7.319986,0.161473,0,53.45751
01-03-2007 06:00,0.01337859,0,-67.06254,90,25.63279,0,0,4.659474,0.3269592,0,25.63279,4.427614,4.427614,0,0,0,4.427614,7.384545,0,8.88E-16,0.3269592,4.660646,4.427614,0,0,25.3192,50.16795,0,4.333687,-4.333687,121.5091,68.07961,0,4.870376,0.1634796,0,50.49491
01-03-2007 07:00,0.2050307,11.95647,-64.38467,74.65586,32.16038,0.2556769,5.797245,5.109762,0.5209101,0,25.63279,2.740639,2.740639,0,0,0,2.740639,230.5358,0,0,6.318155,2.884883,2.740639,0,0,27.35522,48.43733,3.433271,0,3.433271,124.6745,69.85309,0,3.014703,4.898251,0,54.75548
01-03-2007 08:00,0.4073627,25.10589,-59.9253,61.05833,37.35396,0.4568571,10.13158,8.229593,3.949876,0,25.63279,4.419503,4.419503,0,0,0,4.419503,318.6207,0,0,14.08145,4.652109,4.419503,0,0,25.23951,50.23568,9.429343,0,9.429343,133.3679,74.72387,0,4.861454,10.0802,0,64.31713
01-03-2007 09:00,0.5928461,37.50049,-52.77034,47.91395,42.26993,0.6454794,14.01068,6.623181,1.667783,0,25.63279,5.502809,5.502809,0,0,0,5.502809,284.9175,0,0,15.67847,5.792431,5.502809,0,0,20.63504,54.14948,9.886036,0,9.886036,142.4824,79.83057,0,6.05309,12.04244,0,69.82795
01-03-2007 10:00,0.8865792,48.41949,-41.14678,35.81614,50.51937,0.9581284,20.03999,6.134839,1.204875,0,25.63279,4.327914,4.327914,0,0,0,4.327914,490.88,0.4546302,0,21.24486,4.555699,4.327914,0,0,16.23453,57.88991,16.23453,0,16.23453,157.4499,88.21661,0,4.760705,16.63443,0,79.13477
01-03-2007 11:00,1.061252,56.36361,-22.49621,26.32499,55.37888,1.140066,23.31473,4.375366,0.2738345,0,25.63279,4.829749,4.829749,0,0,0,4.829749,488.4015,9.798725,0,23.58857,5.083947,4.829749,0,0,8.705896,64.28925,8.705896,0,8.705896,165.4763,92.7137,0,5.312724,18.7887,0,87.87782
01-03-2007 12:00,1.104532,58.94176,3.027555,22.9848,56.57789,1.184704,24.09156,4.260238,0.2539989,0,25.63279,4.288518,4.288518,0,0,0,4.288518,567.6918,14.44801,0,24.34556,4.514229,4.288518,0,0,5.383325,67.11344,5.383325,0,5.383325,170.4395,95.49448,0,4.71737,19.40025,0,91.45901
01-03-2007 13:00,1.05459,54.94538,27.42957,28.09253,55.22078,1.134172,23.21139,6.835735,1.92413,0,25.63279,5.774937,5.774937,0,0,0,5.774937,435.2518,15.72784,0,25.13552,6.078881,5.774937,0,0,3.3288,68.85979,3.3288,0,3.3288,173.5085,97.214,0,6.35243,19.53117,0,93.9953
01-03-2007 14:00,0.8891673,46.14093,44.29565,38.40395,50.66618,0.9636489,20.1419,6.880152,1.977699,0,25.63279,4.712383,4.712383,0,0,0,4.712383,469.3931,15.10082,0,22.1196,4.960403,4.712383,0,0,2.058376,69.93964,2.058376,0,2.058376,175.4062,98.27727,0,5.183621,17.10237,0,92.05925
01-03-2007 15:00,0.6220341,34.7932,54.69832,50.82354,43.3083,0.6850986,14.80252,4.556612,0.3050615,0,25.63279,4.928006,4.928006,0,0,0,4.928006,306.5658,8.647403,0,15.10758,5.187375,4.928006,0,0,1.272805,70.60738,1.272805,0,1.272805,176.5797,98.93474,0,5.420806,11.99455,0,85.71497
01-03-2007 16:00,0.376306,22.18299,61.12564,64.105,36.63756,0.4292233,9.548203,2.400101,0,0,25.63279,6.287296,6.287296,0,0,0,6.287296,151.865,2.142953,0,9.548203,6.618206,6.287296,0,0,0.7870438,71.02028,0.7870438,0,0.7870438,177.3053,99.34129,0,6.916025,7.638562,0,80.56848
01-03-2007 17:00,0.1296477,8.91979,65.12545,77.76181,29.77707,0.1626929,3.726052,1.61633,0,0,25.63279,10.60351,10.60351,0,0,0,10.60351,35.1398,0,0,3.726052,11.16159,10.60351,0,0,0.4866716,71.2756,0,7.435536,-7.435536,169.2403,94.82262,0,11.66386,2.980842,0,75.00165
01-03-2007 18:00,0.002256315,0,67.46824,90,25.63279,0,0,3.422943,0.1097409,0,25.63279,6.925577,6.925577,0,0,0,6.925577,1.584574,0,8.88E-16,0.1097409,7.290082,6.925577,0,0,4.97018,67.46461,0,7.18034,-7.18034,161.4521,90.45903,0,7.618135,0.05487045,0,67.57436
01-03-2007 19:00,0,0,68.44096,90,25.63279,0,0,2.108831,0,0,25.63279,3.995671,3.995671,0,0,0,3.995671,0,0,4.44E-16,0,4.205969,3.995671,0,0,8.712813,64.28338,0,4.205969,-4.205969,156.8901,87.90301,0,4.395238,0,0,64.28338
01-03-2007 20:00,0,0,67.93079,90,25.63279,0,0,3.267718,0.08299715,0,25.63279,5.363884,5.363884,0,0,0,5.363884,1.547333,0,0,0.08299715,5.646194,5.363884,0,0,10.63145,62.65253,0,5.563197,-5.563197,150.856,84.52218,0,5.900273,0.04149858,0,62.73553
01-03-2007 21:00,0,0,65.22784,90,25.63279,0,0,6.714271,1.777641,0,25.63279,5.020616,5.020616,0,0,0,5.020616,35.40683,0,0,1.777641,5.284859,5.020616,0,0,13.56518,60.15887,0,3.507218,-3.507218,147.0519,82.3908,0,5.522678,0.8888205,0,61.9365
01-03-2007 22:00,0,0,58.10848,90,25.63279,0,0,6.367748,1.405516,0,25.63279,5.990062,5.990062,0,0,0,5.990062,23.46414,0,0,1.405516,6.305328,5.990062,0,0,15.20375,58.76608,0,4.899812,-4.899812,141.7373,79.41312,0,6.589068,0.7027581,0,60.1716
01-03-2007 23:00,0,0,39.21608,90,25.63279,0,0,5.333326,0.617205,0,25.63279,4.278806,4.278806,0,0,0,4.278806,14.4247,0,0,0.617205,4.504006,4.278806,0,0,17.81005,56.55072,0,3.886801,-3.886801,137.5215,77.05106,0,4.706686,0.3086025,0,57.16792
01-04-2007 00:00,0,0,-5.711621,90,25.63279,0,0,5.891524,0.995271,0,25.63279,3.921313,3.921313,0,0,0,3.921313,25.38106,0,4.44E-16,0.995271,4.127698,3.921313,0,0,19.7306,54.91825,0,3.132427,-3.132427,134.1239,75.14744,0,4.313445,0.4976355,0,55.91353
01-04-2007 01:00,0,0,-45.31721,90,25.63279,0,0,7.554939,2.845627,0,25.63279,5.623363,5.623363,0,0,0,5.623363,50.60366,0,8.88E-16,2.845627,5.919329,5.623363,0,0,21.26514,53.6139,0,3.073702,-3.073702,130.79,73.27951,0,6.185699,1.422814,0,56.45953
01-04-2007 02:00,0,0,-60.42211,90,25.63279,0,0,9.773466,6.229073,0,25.63279,5.407697,5.407697,0,0,0,5.407697,115.189,0,0,6.229073,5.692313,5.407697,0,0,22.82692,52.28639,0.53676,0,0.53676,131.2849,73.55678,0,5.948467,3.114536,0,58.51546
01-04-2007 03:00,0,0,-66.19769,90,25.63279,0,0,8.313217,4.086748,0,25.63279,3.94552,3.94552,0,0,0,3.94552,103.5795,8.88E-16,0,4.086748,4.153179,3.94552,0,0,22.30079,52.7336,0,0.06643026,-0.06643026,131.2128,73.51641,0,4.340072,2.043374,0,56.82034
01-04-2007 04:00,0,0,-68.29234,90,25.63279,0,0,6.450403,1.476719,0,25.63279,3.680376,3.680376,0,0,0,3.680376,40.12413,0,0,1.476719,3.87408,3.680376,0,0,22.34163,52.69888,0,2.397361,-2.397361,128.6125,72.0595,0,4.048414,0.7383596,0,54.17561
01-04-2007 05:00,0,0,-68.43543,90,25.63279,0,0,6.38167,1.417509,0,25.63279,4.812843,4.812843,0,0,0,4.812843,29.45264,0,0,1.417509,5.06615,4.812843,0,0,23.76311,51.49062,0,3.648641,-3.648641,124.655,69.84217,0,5.294127,0.7087547,0,52.90813
01-04-2007 06:00,0.01001017,0,-67.16394,90,25.63279,0,0,6.316521,1.361386,0,25.63279,4.841287,4.841287,0,0,0,4.841287,28.12034,0,0,1.361386,5.096091,4.841287,0,0,25.76012,49.79317,0,3.734705,-3.734705,120.6041,67.57255,0,5.325415,0.680693,0,51.15455
01-04-2007 07:00,0.04422,11.87909,-64.49731,74.74707,26.75659,0.0442437,1.026085,4.182329,0.2405759,0,25.63279,2.526284,2.526284,0,0,0,2.526284,50.13929,0,0,1.266661,2.659246,2.526284,0,0,27.69715,48.14669,0,1.392585,-1.392585,119.0937,66.72625,0,2.778912,0.9411559,0,49.41335
01-04-2007 08:00,0.1296661,25.04312,-60.05683,61.13708,28.93156,0.1296042,2.978739,6.634227,1.681105,0,25.63279,3.351578,3.351578,0,0,0,3.351578,139.0343,0,0,4.659844,3.527977,3.351578,0,0,28.22094,47.70147,1.131867,0,1.131867,120.1372,67.31093,0,3.686736,3.223544,0,52.36131
01-04-2007 09:00,0.2460971,37.45845,-52.93155,47.97483,31.92659,0.2465742,5.59637,10.41884,6.957805,0,25.63279,3.616923,3.616923,0,0,0,3.616923,347.0955,0,0,12.55418,3.807287,3.616923,0,0,27.51043,48.3054,8.746888,0,8.746888,128.2014,71.82919,0,3.978615,7.955999,0,60.85958
01-04-2007 10:00,0.157672,48.40923,-41.34907,35.84755,29.63835,0.1572675,3.603887,9.137217,5.368309,0,25.63279,5.942395,5.942395,0,0,0,5.942395,150.9862,0,0,8.972196,6.255153,5.942395,0,0,23.13991,52.02034,2.717044,0,2.717044,130.7064,73.23269,0,6.536634,5.567264,0,60.99253
01-04-2007 11:00,0.03174691,56.40148,-22.72961,26.30317,26.43589,0.03162759,0.7344676,9.714246,6.15255,0,25.63279,3.713059,3.713059,0,0,0,3.713059,185.481,0,0,6.887018,3.908483,3.713059,0,0,22.30871,52.72686,2.978534,0,2.978534,133.4525,74.77127,0,4.084365,3.663849,0,59.61388
01-04-2007 12:00,0.1358188,59.03513,2.839212,22.88966,29.07967,0.1354044,3.110126,9.374472,5.7135,0,25.63279,3.866029,3.866029,0,0,0,3.866029,228.2348,0,0,8.823626,4.069505,3.866029,0,0,21.03648,53.80826,4.754121,0,4.754121,137.8356,77.22704,0,4.252632,5.344851,0,62.63189
01-04-2007 13:00,0.2839977,55.07222,27.3507,27.96067,32.87864,0.2836173,6.411258,6.677316,1.733072,0,25.63279,5.67169,5.67169,0,0,0,5.67169,143.5962,0,0,8.14433,5.9702,5.67169,0,0,18.84418,55.67171,2.174131,0,2.174131,139.84,78.35011,0,6.238858,5.995543,0,63.81604
